scenario,scheduler,cell_throughput_Mbps,jain_fairness,prb_utilization,mean_latency_ms,p95_latency_ms,avg_decision_runtime_us
mixed_traffic_lowfade,RoundRobin,118.02662119999998,0.9019149782658749,0.9306527472527473,279.63072500000004,927.9199999999997,385.8028915501677
mixed_traffic_lowfade,ProportionalFair,120.98050520000001,0.9027644864762514,0.9309694139194141,181.2908375,873.4249999999996,2267.401103949936
mixed_traffic_lowfade,GreedyThroughput,118.77919760000002,0.894746299405084,1.0,741.2807,1677.8049999999998,51.667819000152804
mixed_traffic_lowfade,PPO_RL,114.01821279999999,0.905884612256753,0.8877897435897436,709.7126875,1833.1199999999997,830.6860709501905
